Output format: module | schema name (class + field) | field offset
Schema: server.dll | CMapVetoPickController->m_OnSidesPicked | 0X000E40
Schema: server.dll | CMapVetoPickController->m_OnNewPhaseStarted | 0X000E68
Schema: server.dll | CMapVetoPickController->m_OnLevelTransition | 0X000E90
Schema: server.dll | CPointDZWeaponSpawn->m_nGroupID | 0X0004B0
Schema: server.dll | CPointDZWeaponSpawn->m_flDefaultWeight | 0X0004B4
Schema: server.dll | CPointDZWeaponSpawn->m_flCurrentWeight | 0X0004B8
Schema: server.dll | CPointDZWeaponSpawn->m_hItem | 0X0004BC
Schema: server.dll | CPointDZWeaponSpawn->m_iszDoorName | 0X0004C0
Schema: server.dll | CPointDZWeaponSpawn->m_hDoor | 0X0004C8
Schema: server.dll | CPointDZWeaponSpawn->m_nPrice | 0X0004CC
Schema: server.dll | CPointDZItemSpawnGroup->m_flRadius | 0X0004A0
Schema: server.dll | CPointDZDroneGunSpawn->m_bSpawnAutomatically | 0X0004A8
Schema: server.dll | CLogicEventListener->m_iszEventName | 0X0004B0
Schema: server.dll | CLogicEventListener->m_bIsEnabled | 0X0004B8
Schema: server.dll | CLogicEventListener->m_nTeam | 0X0004BC
Schema: server.dll | CLogicEventListener->m_bFetchEventData | 0X0004C0
Schema: server.dll | CLogicEventListener->m_OnEventFired | 0X0004C8
Schema: server.dll | CBot->m_pPlayer | 0X000010
Schema: server.dll | CBot->m_bHasSpawned | 0X000018
Schema: server.dll | CBot->m_id | 0X00001C
Schema: server.dll | CBot->m_isRunning | 0X000090
Schema: server.dll | CBot->m_isCrouching | 0X000091
Schema: server.dll | CBot->m_forwardSpeed | 0X000094
Schema: server.dll | CBot->m_leftSpeed | 0X000098
Schema: server.dll | CBot->m_verticalSpeed | 0X00009C
Schema: server.dll | CBot->m_buttonFlags | 0X0000A0
Schema: server.dll | CBot->m_jumpTimestamp | 0X0000A8
Schema: server.dll | CBot->m_viewForward | 0X0000AC
Schema: server.dll | CBot->m_postureStackIndex | 0X0000C8
Schema: server.dll | CBtActionAim->m_szSensorInputKey | 0X000068
Schema: server.dll | CBtActionAim->m_szAimReadyKey | 0X000080
Schema: server.dll | CBtActionAim->m_flZoomCooldownTimestamp | 0X000088
Schema: server.dll | CBtActionAim->m_bDoneAiming | 0X00008C
Schema: server.dll | CBtActionAim->m_flLerpStartTime | 0X000090
Schema: server.dll | CBtActionAim->m_flNextLookTargetLerpTime | 0X000094
Schema: server.dll | CBtActionAim->m_flPenaltyReductionRatio | 0X000098
Schema: server.dll | CBtActionAim->m_NextLookTarget | 0X00009C
Schema: server.dll | CBtActionAim->m_AimTimer | 0X0000A8
Schema: server.dll | CBtActionAim->m_SniperHoldTimer | 0X0000C0
Schema: server.dll | CBtActionAim->m_FocusIntervalTimer | 0X0000D8
Schema: server.dll | CBtActionAim->m_bAcquired | 0X0000F0
Schema: server.dll | CBtActionCombatPositioning->m_szSensorInputKey | 0X000068
Schema: server.dll | CBtActionCombatPositioning->m_szIsAttackingKey | 0X000080
Schema: server.dll | CBtActionCombatPositioning->m_ActionTimer | 0X000088
Schema: server.dll | CBtActionCombatPositioning->m_bCrouching | 0X0000A0
Schema: server.dll | CBtActionMoveTo->m_szDestinationInputKey | 0X000060
Schema: server.dll | CBtActionMoveTo->m_szHidingSpotInputKey | 0X000068
Schema: server.dll | CBtActionMoveTo->m_szThreatInputKey | 0X000070
Schema: server.dll | CBtActionMoveTo->m_vecDestination | 0X000078
Schema: server.dll | CBtActionMoveTo->m_bAutoLookAdjust | 0X000084
Schema: server.dll | CBtActionMoveTo->m_bComputePath | 0X000085
Schema: server.dll | CBtActionMoveTo->m_flDamagingAreasPenaltyCost | 0X000088
Schema: server.dll | CBtActionMoveTo->m_CheckApproximateCornersTimer | 0X000090
Schema: server.dll | CBtActionMoveTo->m_CheckHighPriorityItem | 0X0000A8
Schema: server.dll | CBtActionMoveTo->m_RepathTimer | 0X0000C0
Schema: server.dll | CBtActionMoveTo->m_flArrivalEpsilon | 0X0000D8
Schema: server.dll | CBtActionMoveTo->m_flAdditionalArrivalEpsilon2D | 0X0000DC
Schema: server.dll | CBtActionMoveTo->m_flHidingSpotCheckDistanceThreshold | 0X0000E0
Schema: server.dll | CBtActionMoveTo->m_flNearestAreaDistanceThreshold | 0X0000E4
Schema: server.dll | CBtActionParachutePositioning->m_ActionTimer | 0X000058
Schema: server.dll | CBtNodeCondition->m_bNegated | 0X000058
Schema: server.dll | CBtNodeConditionInactive->m_flRoundStartThresholdSeconds | 0X000078
Schema: server.dll | CBtNodeConditionInactive->m_flSensorInactivityThresholdSeconds | 0X00007C
Schema: server.dll | CBtNodeConditionInactive->m_SensorInactivityTimer | 0X000080
Schema: server.dll | CEnvCombinedLightProbeVolume->m_Color | 0X001570
Schema: server.dll | CEnvCombinedLightProbeVolume->m_flBrightness | 0X001574
Schema: server.dll | CEnvCombinedLightProbeVolume->m_hCubemapTexture | 0X001578
Schema: server.dll | CEnvCombinedLightProbeVolume->m_bCustomCubemapTexture | 0X001580
Schema: server.dll | CEnvCombinedLightProbeVolume->m_hLightProbeTexture | 0X001588
Schema: server.dll | CEnvCombinedLightProbeVolume->m_hLightProbeDirectLightIndicesTexture | 0X001590
Schema: server.dll | CEnvCombinedLightProbeVolume->m_hLightProbeDirectLightScalarsTexture | 0X001598
Schema: server.dll | CEnvCombinedLightProbeVolume->m_hLightProbeDirectLightShadowsTexture | 0X0015A0
Schema: server.dll | CEnvCombinedLightProbeVolume->m_vBoxMins | 0X0015A8
Schema: server.dll | CEnvCombinedLightProbeVolume->m_vBoxMaxs | 0X0015B4
Schema: server.dll | CEnvCombinedLightProbeVolume->m_LightGroups | 0X0015C0
Schema: server.dll | CEnvCombinedLightProbeVolume->m_bMoveable | 0X0015C8
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nHandshake | 0X0015CC
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nEnvCubeMapArrayIndex | 0X0015D0
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nPriority | 0X0015D4
Schema: server.dll | CEnvCombinedLightProbeVolume->m_bStartDisabled | 0X0015D8
Schema: server.dll | CEnvCombinedLightProbeVolume->m_flEdgeFadeDist | 0X0015DC
Schema: server.dll | CEnvCombinedLightProbeVolume->m_vEdgeFadeDists | 0X0015E0
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeSizeX | 0X0015EC
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeSizeY | 0X0015F0
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeSizeZ | 0X0015F4
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeAtlasX | 0X0015F8
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeAtlasY | 0X0015FC
Schema: server.dll | CEnvCombinedLightProbeVolume->m_nLightProbeAtlasZ | 0X001600
Schema: server.dll | CEnvCombinedLightProbeVolume->m_bEnabled | 0X001619
Schema: server.dll | CEnvCubemap->m_hCubemapTexture | 0X000590
Schema: server.dll | CEnvCubemap->m_bCustomCubemapTexture | 0X000598
Schema: server.dll | CEnvCubemap->m_flInfluenceRadius | 0X00059C
Schema: server.dll | CEnvCubemap->m_vBoxProjectMins | 0X0005A0
Schema: server.dll | CEnvCubemap->m_vBoxProjectMaxs | 0X0005AC
Schema: server.dll | CEnvCubemap->m_LightGroups | 0X0005B8
Schema: server.dll | CEnvCubemap->m_bMoveable | 0X0005C0
Schema: server.dll | CEnvCubemap->m_nHandshake | 0X0005C4
Schema: server.dll | CEnvCubemap->m_nEnvCubeMapArrayIndex | 0X0005C8
Schema: server.dll | CEnvCubemap->m_nPriority | 0X0005CC
Schema: server.dll | CEnvCubemap->m_flEdgeFadeDist | 0X0005D0
Schema: server.dll | CEnvCubemap->m_vEdgeFadeDists | 0X0005D4
Schema: server.dll | CEnvCubemap->m_flDiffuseScale | 0X0005E0
Schema: server.dll | CEnvCubemap->m_bStartDisabled | 0X0005E4
Schema: server.dll | CEnvCubemap->m_bDefaultEnvMap | 0X0005E5
Schema: server.dll | CEnvCubemap->m_bDefaultSpecEnvMap | 0X0005E6
Schema: server.dll | CEnvCubemap->m_bIndoorCubeMap | 0X0005E7
Schema: server.dll | CEnvCubemap->m_bCopyDiffuseFromDefaultCubemap | 0X0005E8
Schema: server.dll | CEnvCubemap->m_bEnabled | 0X0005F8
Schema: server.dll | CEnvCubemapFog->m_flEndDistance | 0X0004A0
Schema: server.dll | CEnvCubemapFog->m_flStartDistance | 0X0004A4
Schema: server.dll | CEnvCubemapFog->m_flFogFalloffExponent | 0X0004A8
Schema: server.dll | CEnvCubemapFog->m_bHeightFogEnabled | 0X0004AC
Schema: server.dll | CEnvCubemapFog->m_flFogHeightWidth | 0X0004B0
Schema: server.dll | CEnvCubemapFog->m_flFogHeightEnd | 0X0004B4
Schema: server.dll | CEnvCubemapFog->m_flFogHeightStart | 0X0004B8
Schema: server.dll | CEnvCubemapFog->m_flFogHeightExponent | 0X0004BC
Schema: server.dll | CEnvCubemapFog->m_flLODBias | 0X0004C0
Schema: server.dll | CEnvCubemapFog->m_bActive | 0X0004C4
Schema: server.dll | CEnvCubemapFog->m_bStartDisabled | 0X0004C5
Schema: server.dll | CEnvCubemapFog->m_flFogMaxOpacity | 0X0004C8
Schema: server.dll | CEnvCubemapFog->m_nCubemapSourceType | 0X0004CC
Schema: server.dll | CEnvCubemapFog->m_hSkyMaterial | 0X0004D0
Schema: server.dll | CEnvCubemapFog->m_iszSkyEntity | 0X0004D8
Schema: server.dll | CEnvCubemapFog->m_hFogCubemapTexture | 0X0004E0
Schema: server.dll | CEnvCubemapFog->m_bHasHeightFogEnd | 0X0004E8
Schema: server.dll | CEnvCubemapFog->m_bFirstTime | 0X0004E9
Schema: server.dll | CGradientFog->m_hGradientFogTexture | 0X0004A0
Schema: server.dll | CGradientFog->m_flFogStartDistance | 0X0004A8
Schema: server.dll | CGradientFog->m_flFogEndDistance | 0X0004AC
Schema: server.dll | CGradientFog->m_bHeightFogEnabled | 0X0004B0
Schema: server.dll | CGradientFog->m_flFogStartHeight | 0X0004B4
Schema: server.dll | CGradientFog->m_flFogEndHeight | 0X0004B8
Schema: server.dll | CGradientFog->m_flFarZ | 0X0004BC
Schema: server.dll | CGradientFog->m_flFogMaxOpacity | 0X0004C0
Schema: server.dll | CGradientFog->m_flFogFalloffExponent | 0X0004C4
Schema: server.dll | CGradientFog->m_flFogVerticalExponent | 0X0004C8
Schema: server.dll | CGradientFog->m_fogColor | 0X0004CC
Schema: server.dll | CGradientFog->m_flFogStrength | 0X0004D0
Schema: server.dll | CGradientFog->m_flFadeTime | 0X0004D4
Schema: server.dll | CGradientFog->m_bStartDisabled | 0X0004D8
Schema: server.dll | CGradientFog->m_bIsEnabled | 0X0004D9
Schema: server.dll | CGradientFog->m_bGradientFogNeedsTextures | 0X0004DA
Schema: server.dll | CEnvLightProbeVolume->m_hLightProbeTexture | 0X001480
Schema: server.dll | CEnvLightProbeVolume->m_hLightProbeDirectLightIndicesTexture | 0X001488
Schema: server.dll | CEnvLightProbeVolume->m_hLightProbeDirectLightScalarsTexture | 0X001490
Schema: server.dll | CEnvLightProbeVolume->m_hLightProbeDirectLightShadowsTexture | 0X001498
Schema: server.dll | CEnvLightProbeVolume->m_vBoxMins | 0X0014A0
Schema: server.dll | CEnvLightProbeVolume->m_vBoxMaxs | 0X0014AC
Schema: server.dll | CEnvLightProbeVolume->m_LightGroups | 0X0014B8
Schema: server.dll | CEnvLightProbeVolume->m_bMoveable | 0X0014C0
Schema: server.dll | CEnvLightProbeVolume->m_nHandshake | 0X0014C4
Schema: server.dll | CEnvLightProbeVolume->m_nPriority | 0X0014C8
Schema: server.dll | CEnvLightProbeVolume->m_bStartDisabled | 0X0014CC
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeSizeX | 0X0014D0
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeSizeY | 0X0014D4
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeSizeZ | 0X0014D8
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeAtlasX | 0X0014DC
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeAtlasY | 0X0014E0
Schema: server.dll | CEnvLightProbeVolume->m_nLightProbeAtlasZ | 0X0014E4
Schema: server.dll | CEnvLightProbeVolume->m_bEnabled | 0X0014F1
Schema: server.dll | CTonemapController2->m_flAutoExposureMin | 0X0004A0
Schema: server.dll | CTonemapController2->m_flAutoExposureMax | 0X0004A4
Schema: server.dll | CTonemapController2->m_flTonemapPercentTarget | 0X0004A8
Schema: server.dll | CTonemapController2->m_flTonemapPercentBrightPixels | 0X0004AC
Schema: server.dll | CTonemapController2->m_flTonemapMinAvgLum | 0X0004B0
Schema: server.dll | CTonemapController2->m_flExposureAdaptationSpeedUp | 0X0004B4
Schema: server.dll | CTonemapController2->m_flExposureAdaptationSpeedDown | 0X0004B8
Schema: server.dll | CTonemapController2->m_flTonemapEVSmoothingRange | 0X0004BC
Schema: server.dll | CEnvVolumetricFogController->m_flScattering | 0X0004A0
Schema: server.dll | CEnvVolumetricFogController->m_flAnisotropy | 0X0004A4
Schema: server.dll | CEnvVolumetricFogController->m_flFadeSpeed | 0X0004A8
Schema: server.dll | CEnvVolumetricFogController->m_flDrawDistance | 0X0004AC
Schema: server.dll | CEnvVolumetricFogController->m_flFadeInStart | 0X0004B0
Schema: server.dll | CEnvVolumetricFogController->m_flFadeInEnd | 0X0004B4
Schema: server.dll | CEnvVolumetricFogController->m_flIndirectStrength | 0X0004B8
Schema: server.dll | CEnvVolumetricFogController->m_nIndirectTextureDimX | 0X0004BC
Schema: server.dll | CEnvVolumetricFogController->m_nIndirectTextureDimY | 0X0004C0
Schema: server.dll | CEnvVolumetricFogController->m_nIndirectTextureDimZ | 0X0004C4
Schema: server.dll | CEnvVolumetricFogController->m_vBoxMins | 0X0004C8
Schema: server.dll | CEnvVolumetricFogController->m_vBoxMaxs | 0X0004D4
Schema: server.dll | CEnvVolumetricFogController->m_bActive | 0X0004E0
Schema: server.dll | CEnvVolumetricFogController->m_flStartAnisoTime | 0X0004E4
Schema: server.dll | CEnvVolumetricFogController->m_flStartScatterTime | 0X0004E8
Schema: server.dll | CEnvVolumetricFogController->m_flStartDrawDistanceTime | 0X0004EC
Schema: server.dll | CEnvVolumetricFogController->m_flStartAnisotropy | 0X0004F0
Schema: server.dll | CEnvVolumetricFogController->m_flStartScattering | 0X0004F4
Schema: server.dll | CEnvVolumetricFogController->m_flStartDrawDistance | 0X0004F8
Schema: server.dll | CEnvVolumetricFogController->m_flDefaultAnisotropy | 0X0004FC
Schema: server.dll | CEnvVolumetricFogController->m_flDefaultScattering | 0X000500
Schema: server.dll | CEnvVolumetricFogController->m_flDefaultDrawDistance | 0X000504
Schema: server.dll | CEnvVolumetricFogController->m_bStartDisabled | 0X000508
Schema: server.dll | CEnvVolumetricFogController->m_bEnableIndirect | 0X000509
Schema: server.dll | CEnvVolumetricFogController->m_bIsMaster | 0X00050A
Schema: server.dll | CEnvVolumetricFogController->m_hFogIndirectTexture | 0X000510
Schema: server.dll | CEnvVolumetricFogController->m_nForceRefreshCount | 0X000518
Schema: server.dll | CEnvVolumetricFogController->m_bFirstTime | 0X00051C
Schema: server.dll | CEnvVolumetricFogVolume->m_bActive | 0X0004A0
Schema: server.dll | CEnvVolumetricFogVolume->m_vBoxMins | 0X0004A4
Schema: server.dll | CEnvVolumetricFogVolume->m_vBoxMaxs | 0X0004B0
Schema: server.dll | CEnvVolumetricFogVolume->m_bStartDisabled | 0X0004BC
Schema: server.dll | CEnvVolumetricFogVolume->m_flStrength | 0X0004C0
Schema: server.dll | CEnvVolumetricFogVolume->m_nFalloffShape | 0X0004C4
Schema: server.dll | CEnvVolumetricFogVolume->m_flFalloffExponent | 0X0004C8
Schema: server.dll | CFogController->m_fog | 0X0004A0
Schema: server.dll | CFogController->m_bUseAngles | 0X000508
Schema: server.dll | CFogController->m_iChangedVariables | 0X00050C
Schema: server.dll | CInfoVisibilityBox->m_nMode | 0X0004A4
Schema: server.dll | CInfoVisibilityBox->m_vBoxSize | 0X0004A8
Schema: server.dll | CInfoVisibilityBox->m_bEnabled | 0X0004B4
Schema: server.dll | CInfoWorldLayer->m_pOutputOnEntitiesSpawned | 0X0004A0
Schema: server.dll | CInfoWorldLayer->m_worldName | 0X0004C8
Schema: server.dll | CInfoWorldLayer->m_layerName | 0X0004D0
Schema: server.dll | CInfoWorldLayer->m_bWorldLayerVisible | 0X0004D8
Schema: server.dll | CInfoWorldLayer->m_bEntitiesSpawned | 0X0004D9
Schema: server.dll | CInfoWorldLayer->m_bCreateAsChildSpawnGroup | 0X0004DA
Schema: server.dll | CInfoWorldLayer->m_hLayerSpawnGroup | 0X0004DC
Schema: server.dll | CMultiLightProxy->m_iszLightNameFilter | 0X0004A0
Schema: server.dll | CMultiLightProxy->m_iszLightClassFilter | 0X0004A8
Schema: server.dll | CMultiLightProxy->m_flLightRadiusFilter | 0X0004B0
Schema: server.dll | CMultiLightProxy->m_flBrightnessDelta | 0X0004B4
Schema: server.dll | CMultiLightProxy->m_bPerformScreenFade | 0X0004B8
Schema: server.dll | CMultiLightProxy->m_flTargetBrightnessMultiplier | 0X0004BC
Schema: server.dll | CMultiLightProxy->m_flCurrentBrightnessMultiplier | 0X0004C0
Schema: server.dll | CMultiLightProxy->m_vecLights | 0X0004C8
Schema: server.dll | CPointCamera->m_FOV | 0X0004A0
Schema: server.dll | CPointCamera->m_Resolution | 0X0004A4
Schema: server.dll | CPointCamera->m_bFogEnable | 0X0004A8
Schema: server.dll | CPointCamera->m_FogColor | 0X0004A9
Schema: server.dll | CPointCamera->m_flFogStart | 0X0004B0
Schema: server.dll | CPointCamera->m_flFogEnd | 0X0004B4
Schema: server.dll | CPointCamera->m_flFogMaxDensity | 0X0004B8
Schema: server.dll | CPointCamera->m_bActive | 0X0004BC
Schema: server.dll | CPointCamera->m_bUseScreenAspectRatio | 0X0004BD
Schema: server.dll | CPointCamera->m_flAspectRatio | 0X0004C0
Schema: server.dll | CPointCamera->m_bNoSky | 0X0004C4
Schema: server.dll | CPointCamera->m_fBrightness | 0X0004C8
Schema: server.dll | CPointCamera->m_flZFar | 0X0004CC
Schema: server.dll | CPointCamera->m_flZNear | 0X0004D0
Schema: server.dll | CPointCamera->m_bDofEnabled | 0X0004D4
Schema: server.dll | CPointCamera->m_flDofNearBlurry | 0X0004D8
Schema: server.dll | CPointCamera->m_flDofNearCrisp | 0X0004DC
Schema: server.dll | CPointCamera->m_flDofFarCrisp | 0X0004E0
Schema: server.dll | CPointCamera->m_flDofFarBlurry | 0X0004E4
Schema: server.dll | CPointCamera->m_flDofTiltToGround | 0X0004E8
Schema: server.dll | CPointCamera->m_TargetFOV | 0X0004EC
Schema: server.dll | CPointCamera->m_DegreesPerSecond | 0X0004F0
Schema: server.dll | CPointCamera->m_bIsOn | 0X0004F4
Schema: server.dll | CPointCamera->m_pNext | 0X0004F8
Schema: server.dll | CPointCameraVFOV->m_flVerticalFOV | 0X000500
Schema: server.dll | CPointTemplate->m_iszWorldName | 0X0004A0
Schema: server.dll | CPointTemplate->m_iszSource2EntityLumpName | 0X0004A8
Schema: server.dll | CPointTemplate->m_iszEntityFilterName | 0X0004B0
Schema: server.dll | CPointTemplate->m_flTimeoutInterval | 0X0004B8
Schema: server.dll | CPointTemplate->m_bAsynchronouslySpawnEntities | 0X0004BC
Schema: server.dll | CPointTemplate->m_pOutputOnSpawned | 0X0004C0
Schema: server.dll | CPointTemplate->m_clientOnlyEntityBehavior | 0X0004E8
Schema: server.dll | CPointTemplate->m_ownerSpawnGroupType | 0X0004EC
Schema: server.dll | CPointTemplate->m_createdSpawnGroupHandles | 0X0004F0
Schema: server.dll | CPointTemplate->m_SpawnedEntityHandles | 0X000508
Schema: server.dll | CPointTemplate->m_ScriptSpawnCallback | 0X000520
Schema: server.dll | CPointTemplate->m_ScriptCallbackScope | 0X000528
Schema: server.dll | CGameGibManager->m_bAllowNewGibs | 0X0004C0
Schema: server.dll | CGameGibManager->m_iCurrentMaxPieces | 0X0004C4
Schema: server.dll | CGameGibManager->m_iMaxPieces | 0X0004C8
Schema: server.dll | CGameGibManager->m_iLastFrame | 0X0004CC
Schema: server.dll | CSoundAreaEntityBase->m_bDisabled | 0X0004A0
Schema: server.dll | CSoundAreaEntityBase->m_iszSoundAreaType | 0X0004A8
